model,representation,batch_size,rowsPerTB,rowsPerT,numTreeThreads,treeInterleaveDepth,cache_rows,cache_trees,unroll,total,kernel
year_prediction_msd,gpu_reorg,4096,2,1,50,2,false,false,true,0.170543,0.117227
year_prediction_msd,gpu_reorg,4096,2,1,50,2,true,false,true,0.155408,0.101988
abalone,gpu_array,4096,2,1,50,4,false,false,true,0.117052,0.106332
abalone,gpu_array,4096,2,1,50,4,true,false,true,0.160101,0.149204
airline,gpu_array,4096,2,1,50,4,false,false,true,0.0375972,0.0226644
airline,gpu_array,4096,2,1,50,4,true,false,true,0.0371257,0.0217065
airline-ohe,gpu_array,4096,2,1,50,4,false,false,true,0.555266,0.265861
airline-ohe,gpu_array,4096,2,1,50,4,true,false,true,0.520838,0.231793
covtype,gpu_array,4096,2,1,50,4,false,false,true,0.222793,0.155517
covtype,gpu_array,4096,2,1,50,4,true,false,true,0.219856,0.153201
epsilon,gpu_array,4096,2,1,50,4,false,false,true,0.83202,0.0539852
epsilon,gpu_array,4096,2,1,50,4,true,false,true,0.841175,0.0631966
higgs,gpu_array,4096,2,1,50,4,false,false,true,0.045127,0.0233565
higgs,gpu_array,4096,2,1,50,4,true,false,true,0.0438395,0.0223507
year_prediction_msd,gpu_array,4096,2,1,50,4,false,false,true,0.133859,0.0804639
year_prediction_msd,gpu_array,4096,2,1,50,4,true,false,true,0.129014,0.0754126
abalone,gpu_sparse,4096,2,1,50,4,false,false,true,0.168803,0.157902
abalone,gpu_sparse,4096,2,1,50,4,true,false,true,0.149448,0.138921
airline,gpu_sparse,4096,2,1,50,4,false,false,true,0.0415499,0.0268612
airline,gpu_sparse,4096,2,1,50,4,true,false,true,0.0391101,0.0240662
airline-ohe,gpu_sparse,4096,2,1,50,4,false,false,true,0.705813,0.417678
airline-ohe,gpu_sparse,4096,2,1,50,4,true,false,true,0.538818,0.250326
covtype,gpu_sparse,4096,2,1,50,4,false,false,true,0.235938,0.16947
covtype,gpu_sparse,4096,2,1,50,4,true,false,true,0.235089,0.168499
epsilon,gpu_sparse,4096,2,1,50,4,false,false,true,0.84361,0.0663094
epsilon,gpu_sparse,4096,2,1,50,4,true,false,true,0.846109,0.0673612
higgs,gpu_sparse,4096,2,1,50,4,false,false,true,0.0483516,0.0273132
higgs,gpu_sparse,4096,2,1,50,4,true,false,true,0.0460718,0.0242407
year_prediction_msd,gpu_sparse,4096,2,1,50,4,false,false,true,0.137855,0.084432
year_prediction_msd,gpu_sparse,4096,2,1,50,4,true,false,true,0.132047,0.0789661
abalone,gpu_reorg,4096,2,1,50,4,false,false,true,0.0929545,0.0818648
abalone,gpu_reorg,4096,2,1,50,4,true,false,true,0.0898389,0.0788334
airline,gpu_reorg,4096,2,1,50,4,false,false,true,0.0344417,0.0193046
airline,gpu_reorg,4096,2,1,50,4,true,false,true,0.0347986,0.0200472
airline-ohe,gpu_reorg,4096,2,1,50,4,false,false,true,0.382432,0.0933211
airline-ohe,gpu_reorg,4096,2,1,50,4,true,false,true,0.356118,0.0665474
covtype,gpu_reorg,4096,2,1,50,4,false,false,true,0.19736,0.129922
covtype,gpu_reorg,4096,2,1,50,4,true,false,true,0.187559,0.120179
epsilon,gpu_reorg,4096,2,1,50,4,false,false,true,0.829756,0.0519047
epsilon,gpu_reorg,4096,2,1,50,4,true,false,true,0.843639,0.0639062
